band	mean	std_dev
1	0.7096690367596956	0.6185690418518327
2	272.02643144111244	62.94640812229194
3	14.68767105248716	22.287099237091798
4	34.017594838439514	2.383566620514058
5	0.0040356375006731695	0.005420837630015079
6	1.291175218745923	0.7229746051388223
7	0.0004923981206172519	0.002655895642960336
8	7.558321519885077	9.67350576779123
9	8.19137394908414	0.06482419798263166
10	13.820386698890134	11.4841682600159
